Serial number,LOCATION,VISUAL.1,VISUAL.2,VISUAL.3,VISUAL.4,VISUAL.5,VISUAL.6,VISUAL.7,VISUAL.8,VISUAL.9,VISUAL.10,VISUAL.11,VISUAL.12,VISUAL.13,VISUAL.14,VISUAL.15,VISUAL.16,VISUAL.AMOUNT,AUDITORIAL.1,AUDITORIAL.2,AUDITORIAL.3,AUDITORIAL.4,AUDITORIAL.5,AUDITORIAL.6,AUDITORIAL.7,AUDITORIAL.8,AUDITORIAL.9,AUDITORIAL.10,AUDITORIAL.11,AUDITORIAL.12,AUDITORIAL.13,AUDITORIAL.14,AUDITORIAL.15,AUDITORIAL.16,AUDITORIAL.AMOUNT,KINESTHETIC.1,KINESTHETIC.2,KINESTHETIC.3,KINESTHETIC.4,KINESTHETIC.5,KINESTHETIC.6,KINESTHETIC.7,KINESTHETIC.8,KINESTHETIC.9,KINESTHETIC.10,KINESTHETIC.11,KINESTHETIC.12,KINESTHETIC.13,KINESTHETIC.14,KINESTHETIC.15,KINESTHETIC.16,KINESTHETIC.AMOUNT,FINAL,FINAL KLUE
215,YOGYAARTA DISTRICT,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,10,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,9,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,10,V,2
216,YOGYAARTA DISTRICT,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,5,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,6,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,7,A,1
217,YOGYAARTA DISTRICT,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,6,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,8,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,9,A,1
218,YOGYAARTA DISTRICT,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,6,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,7,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,10,K,3
219,YOGYAARTA DISTRICT,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,6,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,6,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,12,K,3
220,YOGYAARTA DISTRICT,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,6,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,9,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,12,A,1
221,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,9,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,6,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,6,V,2
222,YOGYAARTA DISTRICT,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,9,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,8,V,2
223,YOGYAARTA DISTRICT,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,7,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,7,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,7,K,3
224,YOGYAARTA DISTRICT,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,8,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,7,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,11,K,3
225,YOGYAARTA DISTRICT,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,11,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,6,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,10,V,2
226,YOGYAARTA DISTRICT,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,8,V,2
227,YOGYAARTA DISTRICT,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,7,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,8,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,8,A,1
228,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,7,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,K,3
229,YOGYAARTA DISTRICT,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,6,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,11,K,3
230,YOGYAARTA DISTRICT,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,5,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,11,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,9,A,1
231,YOGYAARTA DISTRICT,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,9,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,8,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,8,V,2
232,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,9,V,2
233,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,9,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,5,A,1
234,YOGYAARTA DISTRICT,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,11,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,8,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,9,V,2
235,YOGYAARTA DISTRICT,1,1,0,0,1,1,1,1,0,,0,0,1,0,0,1,8,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,8,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,9,K,3
236,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,8,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,8,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,8,K,3
237,YOGYAARTA DISTRICT,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,8,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,10,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,K,3
238,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,7,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,K,3
239,YOGYAARTA DISTRICT,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,8,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,8,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,11,K,3
240,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,7,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,7,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,8,K,3
241,YOGYAARTA DISTRICT,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,7,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,10,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,11,A,1
242,YOGYAARTA DISTRICT,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,8,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,11,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,10,A,1
243,YOGYAARTA DISTRICT,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,9,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,7,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,8,V,2
244,YOGYAARTA DISTRICT,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,4,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,7,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,7,A,1
245,YOGYAARTA DISTRICT,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,9,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,8,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,8,V,2
246,YOGYAARTA DISTRICT,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,8,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,9,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,8,A,1
247,YOGYAARTA DISTRICT,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,7,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,10,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,9,A,1
248,YOGYAARTA DISTRICT,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,10,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,6,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,8,V,2
249,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,7,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,8,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,11,K,3
250,YOGYAARTA DISTRICT,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,8,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,6,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,7,V,2
251,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,0,1,0,0,0,0,,,1,6,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,6,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,9,K,3
252,YOGYAARTA DISTRICT,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,9,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,10,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,8,K,3
253,YOGYAARTA DISTRICT,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,8,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,10,K,3
254,YOGYAARTA DISTRICT,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,13,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,6,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,9,V,2
255,YOGYAARTA DISTRICT,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,8,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,7,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,8,V,2
256,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,7,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,8,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,10,K,3
257,YOGYAARTA DISTRICT,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,6,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,8,0,1,1,1,0,1,1,1,,0,0,0,1,1,1,1,10,A,1
258,YOGYAARTA DISTRICT,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,8,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,8,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,13,K,3
259,YOGYAARTA DISTRICT,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,8,0,1,,1,0,1,0,1,0,0,0,0,0,1,0,1,6,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,7,V,2
260,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,7,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,9,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,7,A,1
261,YOGYAARTA DISTRICT,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,10,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,9,V,2
262,YOGYAARTA DISTRICT,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,7,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,9,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,9,A,1
263,YOGYAARTA DISTRICT,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,6,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,9,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,8,A,1
264,YOGYAARTA DISTRICT,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,7,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,8,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,6,K,3
265,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,10,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,7,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,8,V,2
266,YOGYAARTA DISTRICT,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,7,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,8,0,0,0,0,0,1,1,1,1,1,,,,1,1,0,7,A,1
267,YOGYAARTA DISTRICT,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,7,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,8,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,11,K,3
268,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,9,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,11,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,9,A,1
269,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,8,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,,8,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,6,K,3
270,YOGYAARTA DISTRICT,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,10,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,9,V,2
271,YOGYAARTA DISTRICT,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,11,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,8,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,8,V,2
272,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,6,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,9,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,7,A,1
273,YOGYAARTA DISTRICT,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,7,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,6,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,10,K,3
274,YOGYAARTA DISTRICT,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,9,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,9,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,6,K,3
275,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,7,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,6,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,9,K,3
276,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,7,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,6,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,7,V,2
277,YOGYAARTA DISTRICT,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,7,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,6,V,2
278,YOGYAARTA DISTRICT,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,9,K,3
279,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,8,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,8,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,9,K,3
280,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,7,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,6,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,8,V,2
281,YOGYAARTA DISTRICT,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,7,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,6,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,7,V,2
282,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,8,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,9,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,11,K,3
283,YOGYAARTA DISTRICT,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,10,V,2
284,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,7,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,7,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,6,K,3
285,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,12,V,2
286,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,8,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,7,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,7,V,2
287,YOGYAARTA DISTRICT,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,6,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,8,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,9,A,1
288,YOGYAARTA DISTRICT,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,10,V,2
289,YOGYAARTA DISTRICT,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,5,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,12,K,3
290,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,9,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,7,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,8,V,2
291,YOGYAARTA DISTRICT,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,5,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,9,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,7,A,1
292,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,9,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,8,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,9,V,2
293,YOGYAARTA DISTRICT,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,7,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,8,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,7,A,1
294,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,5,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,8,K,3
295,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,9,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,7,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,9,V,2
296,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,10,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,7,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,8,V,2
297,YOGYAARTA DISTRICT,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,9,V,2
298,YOGYAARTA DISTRICT,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,7,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,8,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,7,A,1
299,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,9,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,10,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,8,K,3
300,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,6,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,7,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,7,A,1
301,YOGYAARTA DISTRICT,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,6,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,10,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,9,A,1
302,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,6,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,10,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,6,A,1
303,YOGYAARTA DISTRICT,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,11,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,5,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,13,V,2
304,YOGYAARTA DISTRICT,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,11,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,5,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,11,V,2
305,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,9,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,7,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,8,V,2
306,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,9,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,8,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,11,K,3
307,YOGYAARTA DISTRICT,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,9,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,9,A,1
308,YOGYAARTA DISTRICT,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,8,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,9,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,7,K,3
309,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,7,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,5,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,6,V,2
310,YOGYAARTA DISTRICT,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,5,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,8,K,3
311,YOGYAARTA DISTRICT,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,6,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,9,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,10,A,1
312,YOGYAARTA DISTRICT,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,7,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,6,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,7,V,2
313,YOGYAARTA DISTRICT,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,8,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,11,A,1
314,YOGYAARTA DISTRICT,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,8,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,6,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,6,V,2
315,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,10,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,9,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,K,3
316,YOGYAARTA DISTRICT,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,6,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,10,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,8,A,1
317,YOGYAARTA DISTRICT,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,7,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,10,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,9,A,1
318,YOGYAARTA DISTRICT,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,6,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,11,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,7,A,1
319,YOGYAARTA DISTRICT,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,8,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,6,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,9,V,2
320,YOGYAARTA DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,10,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,9,V,2
321,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,7,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,10,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,11,A,1
322,YOGYAARTA DISTRICT,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,10,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,10,A,1
323,YOGYAARTA DISTRICT,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,9,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,12,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,13,A,1
